start,end,length,strand,frame,chromosome,label
163040,163997,957,-1,2,chrII,known_gene
150446,151220,774,-1,2,chrII,known_gene
119378,121874,2496,-1,2,chrII,known_gene
100370,101156,786,-1,2,chrII,known_gene
96668,100115,3447,-1,2,chrII,known_gene
93638,95882,2244,-1,2,chrII,known_gene
77855,78278,423,-1,2,chrII,novel_orf
72413,72893,480,-1,2,chrII,novel_orf
44255,44918,663,-1,2,chrII,known_gene
41921,42284,363,-1,2,chrII,novel_orf
41084,41480,396,-1,2,chrII,novel_orf
18176,21425,3249,-1,2,chrII,known_gene
14240,17696,3456,-1,2,chrII,known_gene
4193,5009,816,-1,2,chrII,known_gene
2906,3779,873,-1,2,chrII,known_gene
1367,2447,1080,-1,2,chrII,known_gene
2823,3750,927,1,0,chrIII,novel_orf
9705,11082,1377,1,0,chrIII,known_gene
13281,13809,528,1,0,chrIII,known_gene
17289,18561,1272,1,0,chrIII,known_gene
23526,23925,399,1,0,chrIII,known_gene
50583,50943,360,1,0,chrIII,known_gene
52644,54882,2238,1,0,chrIII,known_gene
59025,60726,1701,1,0,chrIII,known_gene
70149,71367,1218,1,0,chrIII,known_gene
71802,73341,1539,1,0,chrIII,known_gene
76998,77391,393,1,0,chrIII,novel_orf
79161,82275,3114,1,0,chrIII,known_gene
83619,83997,378,1,0,chrIII,known_gene
85101,86418,1317,1,0,chrIII,novel_orf
91323,92418,1095,1,0,chrIII,known_gene
104640,105099,459,1,0,chrIII,novel_orf
109104,110670,1566,1,0,chrIII,known_gene
111915,112482,567,1,0,chrIII,known_gene
113079,113541,462,1,0,chrIII,known_gene
128469,130281,1812,1,0,chrIII,known_gene
137745,138996,1251,1,0,chrIII,known_gene
193296,194298,1002,1,0,chrIII,known_gene
200910,201243,333,1,0,chrIII,known_gene
204294,204774,480,1,0,chrIII,novel_orf
208851,209406,555,1,0,chrIII,known_gene
216696,218241,1545,1,0,chrIII,known_gene
226890,227319,429,1,0,chrIII,known_gene
237213,238776,1563,1,0,chrIII,known_gene
244314,244755,441,1,0,chrIII,novel_orf
254370,258654,4284,1,0,chrIII,known_gene
258882,259269,387,1,0,chrIII,known_gene
263391,263964,573,1,0,chrIII,known_gene
266349,266721,372,1,0,chrIII,known_gene
280116,286443,6327,1,0,chrIII,known_gene
286761,287937,1176,1,0,chrIII,known_gene
307800,308175,375,1,0,chrIII,known_gene
309069,310155,1086,1,0,chrIII,known_gene
2125,2566,441,1,1,chrIII,known_gene
13750,14119,369,1,1,chrIII,known_gene
27928,28936,1008,1,1,chrIII,known_gene
46639,46963,324,1,1,chrIII,known_gene
47425,47872,447,1,1,chrIII,novel_orf
61657,62722,1065,1,1,chrIII,known_gene
71977,72316,339,1,1,chrIII,known_gene
84466,84787,321,1,1,chrIII,novel_orf
86374,90415,4041,1,1,chrIII,novel_orf
95356,95662,306,1,1,chrIII,novel_orf
96280,101191,4911,1,1,chrIII,known_gene
108049,108391,342,1,1,chrIII,known_gene
115684,115999,315,1,1,chrIII,known_gene
152836,153928,1092,1,1,chrIII,known_gene
190591,191635,1044,1,1,chrIII,known_gene
208750,209101,351,1,1,chrIII,known_gene
213121,213433,312,1,1,chrIII,known_gene
214993,216445,1452,1,1,chrIII,known_gene
224398,224734,336,1,1,chrIII,known_gene
225562,227458,1896,1,1,chrIII,known_gene
229309,231004,1695,1,1,chrIII,known_gene
231499,232963,1464,1,1,chrIII,known_gene
233188,233503,315,1,1,chrIII,novel_orf
234592,234892,300,1,1,chrIII,novel_orf
235462,235837,375,1,1,chrIII,novel_orf
238180,238504,324,1,1,chrIII,known_gene
252844,254173,1329,1,1,chrIII,known_gene
262915,263269,354,1,1,chrIII,known_gene
267433,272263,4830,1,1,chrIII,known_gene
279238,279598,360,1,1,chrIII,novel_orf
310957,313456,2499,1,1,chrIII,known_gene
1391,2135,744,1,2,chrIII,known_gene
7244,7619,375,1,2,chrIII,novel_orf
24767,26906,2139,1,2,chrIII,known_gene
31448,33974,2526,1,2,chrIII,known_gene
35864,37616,1752,1,2,chrIII,known_gene
42164,43556,1392,1,2,chrIII,known_gene
50837,52340,1503,1,2,chrIII,known_gene
63440,64481,1041,1,2,chrIII,known_gene
108020,108791,771,1,2,chrIII,known_gene
118619,119171,552,1,2,chrIII,known_gene
136544,136847,303,1,2,chrIII,novel_orf
143633,144506,873,1,2,chrIII,known_gene
179519,186023,6504,1,2,chrIII,known_gene
186488,190169,3681,1,2,chrIII,known_gene
192215,192629,414,1,2,chrIII,novel_orf
200441,200969,528,1,2,chrIII,known_gene
211928,213761,1833,1,2,chrIII,known_gene
214070,214739,669,1,2,chrIII,known_gene
223688,223988,300,1,2,chrIII,novel_orf
228317,228791,474,1,2,chrIII,known_gene
239054,240011,957,1,2,chrIII,known_gene
246962,247910,948,1,2,chrIII,known_gene
251195,251510,315,1,2,chrIII,novel_orf
259577,259961,384,1,2,chrIII,known_gene
263975,264491,516,1,2,chrIII,known_gene
265067,266846,1779,1,2,chrIII,known_gene
274403,276566,2163,1,2,chrIII,known_gene
313889,314981,1092,1,2,chrIII,known_gene
302481,303030,549,-1,0,chrIII,known_gene
300831,301299,468,-1,0,chrIII,known_gene
297048,298605,1557,-1,0,chrIII,known_gene
293178,293538,360,-1,0,chrIII,known_gene
270987,271395,408,-1,0,chrIII,novel_orf
260310,262452,2142,-1,0,chrIII,known_gene
253638,253947,309,-1,0,chrIII,novel_orf
240804,242352,1548,-1,0,chrIII,known_gene
240102,240543,441,-1,0,chrIII,known_gene
233124,236322,3198,-1,0,chrIII,known_gene
231756,232074,318,-1,0,chrIII,novel_orf
210717,211545,828,-1,0,chrIII,known_gene
209913,210423,510,-1,0,chrIII,known_gene
208134,209610,1476,-1,0,chrIII,known_gene
199545,200178,633,-1,0,chrIII,known_gene
160743,162222,1479,-1,0,chrIII,known_gene
156108,157107,999,-1,0,chrIII,known_gene
154011,154659,648,-1,0,chrIII,known_gene
141216,142170,954,-1,0,chrIII,known_gene
122529,123003,474,-1,0,chrIII,known_gene
120945,122328,1383,-1,0,chrIII,known_gene
119574,120318,744,-1,0,chrIII,known_gene
94620,95763,1143,-1,0,chrIII,known_gene
78948,79296,348,-1,0,chrIII,known_gene
76017,77919,1902,-1,0,chrIII,known_gene
74703,75285,582,-1,0,chrIII,known_gene
73404,73986,582,-1,0,chrIII,known_gene
68598,69921,1323,-1,0,chrIII,known_gene
64674,65568,894,-1,0,chrIII,known_gene
62775,63282,507,-1,0,chrIII,known_gene
62115,62415,300,-1,0,chrIII,novel_orf
60840,61173,333,-1,0,chrIII,known_gene
44622,46905,2283,-1,0,chrIII,known_gene
22428,23379,951,-1,0,chrIII,known_gene
11502,12285,783,-1,0,chrIII,known_gene
314351,314738,387,-1,1,chrIII,novel_orf
283391,283703,312,-1,1,chrIII,novel_orf
264005,264467,462,-1,1,chrIII,known_gene
218375,220067,1692,-1,1,chrIII,known_gene
206876,207950,1074,-1,1,chrIII,known_gene
201173,205397,4224,-1,1,chrIII,known_gene
173825,176438,2613,-1,1,chrIII,known_gene
170885,172424,1539,-1,1,chrIII,known_gene
167369,167999,630,-1,1,chrIII,known_gene
163445,163856,411,-1,1,chrIII,known_gene
158537,160373,1836,-1,1,chrIII,known_gene
142559,142874,315,-1,1,chrIII,novel_orf
139184,140933,1749,-1,1,chrIII,known_gene
138401,139049,648,-1,1,chrIII,known_gene
132272,133124,852,-1,1,chrIII,known_gene
110807,111302,495,-1,1,chrIII,known_gene
106973,107366,393,-1,1,chrIII,known_gene
105695,106853,1158,-1,1,chrIII,known_gene
104618,105548,930,-1,1,chrIII,known_gene
102074,103358,1284,-1,1,chrIII,known_gene
91985,92297,312,-1,1,chrIII,novel_orf
81569,82085,516,-1,1,chrIII,known_gene
74720,75083,363,-1,1,chrIII,known_gene
65933,68333,2400,-1,1,chrIII,known_gene
50132,50627,495,-1,1,chrIII,known_gene
39785,40724,939,-1,1,chrIII,known_gene
37835,38801,966,-1,1,chrIII,known_gene
34142,35393,1251,-1,1,chrIII,known_gene
26924,27359,435,-1,1,chrIII,known_gene
23522,23981,459,-1,1,chrIII,known_gene
18815,22106,3291,-1,1,chrIII,known_gene
15797,16880,1083,-1,1,chrIII,known_gene
304360,305467,1107,-1,2,chrIII,known_gene
301270,302221,951,-1,2,chrIII,known_gene
288169,289258,1089,-1,2,chrIII,known_gene
276763,279907,3144,-1,2,chrIII,known_gene
272314,272863,549,-1,2,chrIII,known_gene
250237,252628,2391,-1,2,chrIII,known_gene
249292,250045,753,-1,2,chrIII,known_gene
248032,248815,783,-1,2,chrIII,known_gene
246994,247315,321,-1,2,chrIII,novel_orf
242587,246583,3996,-1,2,chrIII,known_gene
228094,228505,411,-1,2,chrIII,known_gene
223453,224230,777,-1,2,chrIII,known_gene
220456,223228,2772,-1,2,chrIII,known_gene
213463,213772,309,-1,2,chrIII,known_gene
211870,212317,447,-1,2,chrIII,known_gene
206260,206644,384,-1,2,chrIII,known_gene
197620,199549,1929,-1,2,chrIII,known_gene
194413,197185,2772,-1,2,chrIII,known_gene
191833,193018,1185,-1,2,chrIII,known_gene
182755,183064,309,-1,2,chrIII,novel_orf
174697,175153,456,-1,2,chrIII,known_gene
173140,173440,300,-1,2,chrIII,known_gene
164110,166339,2229,-1,2,chrIII,known_gene
157420,157765,345,-1,2,chrIII,known_gene
148237,148903,666,-1,2,chrIII,known_gene
144772,147634,2862,-1,2,chrIII,known_gene
133723,136873,3150,-1,2,chrIII,known_gene
130744,131542,798,-1,2,chrIII,known_gene
126010,126730,720,-1,2,chrIII,known_gene
117379,118348,969,-1,2,chrIII,known_gene
103570,104350,780,-1,2,chrIII,known_gene
92776,94270,1494,-1,2,chrIII,known_gene
70789,71122,333,-1,2,chrIII,novel_orf
57373,58774,1401,-1,2,chrIII,known_gene
54940,56527,1587,-1,2,chrIII,known_gene
48652,50221,1569,-1,2,chrIII,known_gene
47110,48364,1254,-1,2,chrIII,known_gene
43660,44437,777,-1,2,chrIII,known_gene
43117,43501,384,-1,2,chrIII,novel_orf
33463,33916,453,-1,2,chrIII,novel_orf
32209,32614,405,-1,2,chrIII,novel_orf
12385,13018,633,-1,2,chrIII,known_gene
6478,8326,1848,-1,2,chrIII,known_gene
16203,17226,1023,1,0,chrIV,known_gene
20634,21006,372,1,0,chrIV,known_gene
28467,28770,303,1,0,chrIV,novel_orf
32295,33234,939,1,0,chrIV,known_gene
42699,43707,1008,1,0,chrIV,known_gene
44064,45906,1842,1,0,chrIV,known_gene
59118,59499,381,1,0,chrIV,novel_orf
62010,62562,552,1,0,chrIV,known_gene
62616,62946,330,1,0,chrIV,novel_orf
66492,67446,954,1,0,chrIV,known_gene
77583,77886,303,1,0,chrIV,novel_orf
106740,107070,330,1,0,chrIV,known_gene
111579,114234,2655,1,0,chrIV,known_gene
126786,130002,3216,1,0,chrIV,known_gene
139521,141114,1593,1,0,chrIV,known_gene
159603,160764,1161,1,0,chrIV,known_gene
162465,162840,375,1,0,chrIV,novel_orf
164289,164865,576,1,0,chrIV,known_gene
176772,178056,1284,1,0,chrIV,known_gene
183342,184611,1269,1,0,chrIV,known_gene
190107,190527,420,1,0,chrIV,novel_orf
190923,192261,1338,1,0,chrIV,known_gene
199995,201582,1587,1,0,chrIV,known_gene
216528,217074,546,1,0,chrIV,known_gene
222426,223740,1314,1,0,chrIV,known_gene
240258,241197,939,1,0,chrIV,known_gene
245922,246447,525,1,0,chrIV,known_gene
248580,251238,2658,1,0,chrIV,known_gene
251565,253746,2181,1,0,chrIV,known_gene
255603,256530,927,1,0,chrIV,known_gene
268920,269976,1056,1,0,chrIV,known_gene
272388,273597,1209,1,0,chrIV,known_gene
287058,289512,2454,1,0,chrIV,known_gene
289908,292140,2232,1,0,chrIV,known_gene
303210,304848,1638,1,0,chrIV,known_gene
324828,325140,312,1,0,chrIV,novel_orf
331023,332940,1917,1,0,chrIV,known_gene
337701,338070,369,1,0,chrIV,known_gene
363951,364779,828,1,0,chrIV,known_gene
391782,392127,345,1,0,chrIV,known_gene
397536,399129,1593,1,0,chrIV,known_gene
399624,400638,1014,1,0,chrIV,known_gene
404748,405060,312,1,0,chrIV,known_gene
413952,414888,936,1,0,chrIV,known_gene
429066,430926,1860,1,0,chrIV,known_gene
439908,440754,846,1,0,chrIV,known_gene
443028,443511,483,1,0,chrIV,known_gene
461841,462516,675,1,0,chrIV,known_gene
465918,470424,4506,1,0,chrIV,known_gene
471852,472941,1089,1,0,chrIV,known_gene
474045,475989,1944,1,0,chrIV,known_gene
481902,482247,345,1,0,chrIV,novel_orf
489507,490896,1389,1,0,chrIV,known_gene
491016,491502,486,1,0,chrIV,known_gene
495804,496134,330,1,0,chrIV,novel_orf
496980,497298,318,1,0,chrIV,novel_orf
499323,499632,309,1,0,chrIV,novel_orf
499968,500403,435,1,0,chrIV,novel_orf
501099,501414,315,1,0,chrIV,known_gene
508146,509109,963,1,0,chrIV,known_gene
539802,540414,612,1,0,chrIV,known_gene
551859,552948,1089,1,0,chrIV,known_gene
563526,564861,1335,1,0,chrIV,known_gene
565926,567555,1629,1,0,chrIV,known_gene
570648,573726,3078,1,0,chrIV,known_gene
579954,580452,498,1,0,chrIV,known_gene
580686,581784,1098,1,0,chrIV,known_gene
589983,590436,453,1,0,chrIV,novel_orf
593892,596583,2691,1,0,chrIV,known_gene
598467,599688,1221,1,0,chrIV,known_gene
600792,601809,1017,1,0,chrIV,known_gene
603063,603399,336,1,0,chrIV,known_gene
610440,611925,1485,1,0,chrIV,known_gene
612015,613251,1236,1,0,chrIV,known_gene
631281,636120,4839,1,0,chrIV,known_gene
671268,673365,2097,1,0,chrIV,known_gene
676101,677802,1701,1,0,chrIV,known_gene
685881,687840,1959,1,0,chrIV,known_gene
700314,701289,975,1,0,chrIV,known_gene
703233,704244,1011,1,0,chrIV,known_gene
709548,712995,3447,1,0,chrIV,known_gene
737094,737469,375,1,0,chrIV,novel_orf
738699,739245,546,1,0,chrIV,novel_orf
765705,766503,798,1,0,chrIV,known_gene
769524,769938,414,1,0,chrIV,known_gene
771876,775782,3906,1,0,chrIV,known_gene
781422,781950,528,1,0,chrIV,known_gene
808323,810381,2058,1,0,chrIV,known_gene
812109,812850,741,1,0,chrIV,known_gene
819432,820824,1392,1,0,chrIV,known_gene
829584,830277,693,1,0,chrIV,known_gene
848598,850200,1602,1,0,chrIV,known_gene
862053,864708,2655,1,0,chrIV,known_gene
867084,867519,435,1,0,chrIV,novel_orf
873384,877425,4041,1,0,chrIV,novel_orf
907329,909438,2109,1,0,chrIV,known_gene
910053,911301,1248,1,0,chrIV,known_gene
916485,917154,669,1,0,chrIV,known_gene
931128,933210,2082,1,0,chrIV,known_gene
946806,948456,1650,1,0,chrIV,known_gene
950562,952401,1839,1,0,chrIV,known_gene
963411,963861,450,1,0,chrIV,known_gene
965112,966489,1377,1,0,chrIV,known_gene
982734,986775,4041,1,0,chrIV,novel_orf
1000446,1000749,303,1,0,chrIV,novel_orf
1010175,1011273,1098,1,0,chrIV,known_gene
1012251,1012959,708,1,0,chrIV,known_gene
1019367,1020420,1053,1,0,chrIV,known_gene
1032435,1035063,2628,1,0,chrIV,known_gene
1038390,1038762,372,1,0,chrIV,novel_orf
1050690,1051020,330,1,0,chrIV,novel_orf
1055211,1055892,681,1,0,chrIV,known_gene
1067730,1068390,660,1,0,chrIV,known_gene
1085064,1086993,1929,1,0,chrIV,known_gene
1108701,1109847,1146,1,0,chrIV,known_gene
1110588,1111692,1104,1,0,chrIV,known_gene
1117125,1120233,3108,1,0,chrIV,known_gene
1127871,1129374,1503,1,0,chrIV,known_gene
1129587,1130823,1236,1,0,chrIV,known_gene
1131000,1133070,2070,1,0,chrIV,known_gene
1141167,1144842,3675,1,0,chrIV,known_gene
1145091,1146036,945,1,0,chrIV,known_gene
1146318,1147179,861,1,0,chrIV,known_gene
1190058,1191732,1674,1,0,chrIV,known_gene
1194597,1195032,435,1,0,chrIV,known_gene
1198227,1198635,408,1,0,chrIV,novel_orf
1206996,1208319,1323,1,0,chrIV,novel_orf
1212459,1212771,312,1,0,chrIV,novel_orf
1212993,1213614,621,1,0,chrIV,known_gene
1222758,1223331,573,1,0,chrIV,known_gene
1237683,1238004,321,1,0,chrIV,known_gene
1246083,1247982,1899,1,0,chrIV,known_gene
1252536,1254501,1965,1,0,chrIV,known_gene
1258695,1259709,1014,1,0,chrIV,known_gene
1261680,1262967,1287,1,0,chrIV,known_gene
1266294,1266795,501,1,0,chrIV,known_gene
1267470,1269402,1932,1,0,chrIV,known_gene
1272222,1272786,564,1,0,chrIV,known_gene
1274601,1276212,1611,1,0,chrIV,known_gene
1279209,1283799,4590,1,0,chrIV,known_gene
1294692,1295400,708,1,0,chrIV,known_gene
1303173,1305072,1899,1,0,chrIV,known_gene
1306266,1311675,5409,1,0,chrIV,known_gene
1320063,1321941,1878,1,0,chrIV,known_gene
1334820,1336953,2133,1,0,chrIV,known_gene
1338273,1339386,1113,1,0,chrIV,known_gene
1367484,1369386,1902,1,0,chrIV,known_gene
1383810,1384776,966,1,0,chrIV,known_gene
1386072,1386516,444,1,0,chrIV,known_gene
1388871,1393179,4308,1,0,chrIV,known_gene
1395120,1397817,2697,1,0,chrIV,known_gene
1399014,1399542,528,1,0,chrIV,known_gene
1417398,1418370,972,1,0,chrIV,known_gene
1422762,1424688,1926,1,0,chrIV,known_gene
1425648,1426512,864,1,0,chrIV,novel_orf
1451352,1452918,1566,1,0,chrIV,known_gene
1455219,1455534,315,1,0,chrIV,novel_orf
1478607,1480161,1554,1,0,chrIV,known_gene
1483140,1483476,336,1,0,chrIV,known_gene
1491093,1492413,1320,1,0,chrIV,known_gene
1494585,1495857,1272,1,0,chrIV,known_gene
1508004,1509714,1710,1,0,chrIV,known_gene
1512093,1513605,1512,1,0,chrIV,known_gene
1801,2953,1152,1,1,chrIV,known_gene
18958,19312,354,1,1,chrIV,known_gene
22822,25876,3054,1,1,chrIV,known_gene
36796,38173,1377,1,1,chrIV,known_gene
41725,42079,354,1,1,chrIV,novel_orf
52444,54100,1656,1,1,chrIV,known_gene
67096,67399,303,1,1,chrIV,known_gene
87460,87982,522,1,1,chrIV,known_gene
90175,92464,2289,1,1,chrIV,known_gene
116320,116866,546,1,1,chrIV,known_gene
122215,123589,1374,1,1,chrIV,known_gene
135895,137539,1644,1,1,chrIV,known_gene
142096,144223,2127,1,1,chrIV,known_gene
149332,149683,351,1,1,chrIV,novel_orf
149896,150211,315,1,1,chrIV,novel_orf
150277,150607,330,1,1,chrIV,novel_orf
167713,169078,1365,1,1,chrIV,known_gene
172480,174028,1548,1,1,chrIV,known_gene
178333,181039,2706,1,1,chrIV,known_gene
181828,182230,402,1,1,chrIV,novel_orf
182821,183187,366,1,1,chrIV,known_gene
184924,187918,2994,1,1,chrIV,known_gene
203038,205111,2073,1,1,chrIV,known_gene
227392,228715,1323,1,1,chrIV,known_gene
232651,233887,1236,1,1,chrIV,known_gene
241417,241840,423,1,1,chrIV,known_gene
242551,244981,2430,1,1,chrIV,known_gene
267922,268699,777,1,1,chrIV,known_gene
276871,280165,3294,1,1,chrIV,known_gene
282499,282814,315,1,1,chrIV,novel_orf
292780,293221,441,1,1,chrIV,known_gene
305236,306577,1341,1,1,chrIV,known_gene
311461,312037,576,1,1,chrIV,novel_orf
317221,317668,447,1,1,chrIV,novel_orf
333499,333829,330,1,1,chrIV,known_gene
334834,336121,1287,1,1,chrIV,known_gene
339856,340282,426,1,1,chrIV,known_gene
345664,351037,5373,1,1,chrIV,known_gene
351433,352420,987,1,1,chrIV,known_gene
352876,355378,2502,1,1,chrIV,known_gene
371239,371761,522,1,1,chrIV,known_gene
374725,375034,309,1,1,chrIV,novel_orf
382582,382891,309,1,1,chrIV,novel_orf
383500,383803,303,1,1,chrIV,novel_orf
384796,385150,354,1,1,chrIV,novel_orf
392692,393037,345,1,1,chrIV,novel_orf
394216,397204,2988,1,1,chrIV,known_gene
398617,398929,312,1,1,chrIV,known_gene
411388,411688,300,1,1,chrIV,novel_orf
427363,428347,984,1,1,chrIV,known_gene
438046,439360,1314,1,1,chrIV,known_gene
444682,446383,1701,1,1,chrIV,known_gene
455200,456583,1383,1,1,chrIV,known_gene
477796,478285,489,1,1,chrIV,known_gene
503497,503863,366,1,1,chrIV,known_gene
521815,522928,1113,1,1,chrIV,known_gene
525439,527215,1776,1,1,chrIV,known_gene
528262,528568,306,1,1,chrIV,novel_orf
529792,530308,516,1,1,chrIV,novel_orf
532147,532453,306,1,1,chrIV,novel_orf
533677,534193,516,1,1,chrIV,novel_orf
536032,536338,306,1,1,chrIV,novel_orf
537562,538078,516,1,1,chrIV,novel_orf
542845,543217,372,1,1,chrIV,novel_orf
560248,560644,396,1,1,chrIV,known_gene
573238,573709,471,1,1,chrIV,known_gene
578662,579112,450,1,1,chrIV,known_gene
592438,592948,510,1,1,chrIV,known_gene
622111,624721,2610,1,1,chrIV,known_gene
635839,636175,336,1,1,chrIV,known_gene
637138,639823,2685,1,1,chrIV,known_gene
655012,655444,432,1,1,chrIV,known_gene
667003,667858,855,1,1,chrIV,known_gene
679543,679852,309,1,1,chrIV,known_gene
682174,682492,318,1,1,chrIV,known_gene
694699,697894,3195,1,1,chrIV,known_gene
715951,716302,351,1,1,chrIV,novel_orf
734137,734803,666,1,1,chrIV,known_gene
746737,748357,1620,1,1,chrIV,known_gene
751630,753235,1605,1,1,chrIV,known_gene
769930,770332,402,1,1,chrIV,known_gene
770356,771454,1098,1,1,chrIV,known_gene
784870,786205,1335,1,1,chrIV,known_gene
789448,790069,621,1,1,chrIV,known_gene
790327,791848,1521,1,1,chrIV,known_gene
803194,804517,1323,1,1,chrIV,novel_orf
806620,807748,1128,1,1,chrIV,known_gene
811123,811513,390,1,1,chrIV,novel_orf
816877,817525,648,1,1,chrIV,known_gene
827581,829057,1476,1,1,chrIV,known_gene
851227,852397,1170,1,1,chrIV,known_gene
858136,859144,1008,1,1,chrIV,known_gene
859297,861520,2223,1,1,chrIV,known_gene
889750,892492,2742,1,1,chrIV,known_gene
900421,900871,450,1,1,chrIV,novel_orf
901690,902143,453,1,1,chrIV,novel_orf
902167,902560,393,1,1,chrIV,novel_orf
915529,915928,399,1,1,chrIV,known_gene
924784,926146,1362,1,1,chrIV,known_gene
927451,929098,1647,1,1,chrIV,known_gene
960613,963106,2493,1,1,chrIV,known_gene
993133,993952,819,1,1,chrIV,known_gene
998863,999877,1014,1,1,chrIV,known_gene
1009009,1009834,825,1,1,chrIV,known_gene
1035994,1036873,879,1,1,chrIV,known_gene
1037194,1038106,912,1,1,chrIV,known_gene
1039369,1039699,330,1,1,chrIV,known_gene
1056550,1057600,1050,1,1,chrIV,known_gene
1063351,1067425,4074,1,1,chrIV,known_gene
1075864,1077853,1989,1,1,chrIV,known_gene
1093762,1095178,1416,1,1,chrIV,known_gene
1096063,1097386,1323,1,1,chrIV,novel_orf
1102183,1103428,1245,1,1,chrIV,known_gene
1106335,1106881,546,1,1,chrIV,novel_orf
1121092,1121404,312,1,1,chrIV,novel_orf
1125301,1125628,327,1,1,chrIV,known_gene
1127074,1127584,510,1,1,chrIV,novel_orf
1134871,1135186,315,1,1,chrIV,novel_orf
1167382,1167841,459,1,1,chrIV,novel_orf
1178665,1181260,2595,1,1,chrIV,known_gene
1181800,1182754,954,1,1,chrIV,known_gene
1184746,1185889,1143,1,1,chrIV,known_gene
1199182,1200553,1371,1,1,chrIV,known_gene
1208797,1212265,3468,1,1,chrIV,novel_orf
1213903,1214842,939,1,1,chrIV,known_gene
