start,end,length,strand,frame,chromosome
272314,272863,549,-1,2,chrIII
250237,252628,2391,-1,2,chrIII
249292,250045,753,-1,2,chrIII
248032,248815,783,-1,2,chrIII
246994,247315,321,-1,2,chrIII
242587,246583,3996,-1,2,chrIII
228094,228505,411,-1,2,chrIII
223453,224230,777,-1,2,chrIII
220456,223228,2772,-1,2,chrIII
213463,213772,309,-1,2,chrIII
211870,212317,447,-1,2,chrIII
206260,206644,384,-1,2,chrIII
197620,199549,1929,-1,2,chrIII
194413,197185,2772,-1,2,chrIII
191833,193018,1185,-1,2,chrIII
182755,183064,309,-1,2,chrIII
174697,175153,456,-1,2,chrIII
173140,173440,300,-1,2,chrIII
164110,166339,2229,-1,2,chrIII
157420,157765,345,-1,2,chrIII
148237,148903,666,-1,2,chrIII
144772,147634,2862,-1,2,chrIII
133723,136873,3150,-1,2,chrIII
130744,131542,798,-1,2,chrIII
126010,126730,720,-1,2,chrIII
117379,118348,969,-1,2,chrIII
103570,104350,780,-1,2,chrIII
92776,94270,1494,-1,2,chrIII
70789,71122,333,-1,2,chrIII
57373,58774,1401,-1,2,chrIII
54940,56527,1587,-1,2,chrIII
48652,50221,1569,-1,2,chrIII
47110,48364,1254,-1,2,chrIII
43660,44437,777,-1,2,chrIII
43117,43501,384,-1,2,chrIII
33463,33916,453,-1,2,chrIII
32209,32614,405,-1,2,chrIII
12385,13018,633,-1,2,chrIII
6478,8326,1848,-1,2,chrIII
16203,17226,1023,1,0,chrIV
20634,21006,372,1,0,chrIV
28467,28770,303,1,0,chrIV
32295,33234,939,1,0,chrIV
42699,43707,1008,1,0,chrIV
44064,45906,1842,1,0,chrIV
59118,59499,381,1,0,chrIV
62010,62562,552,1,0,chrIV
62616,62946,330,1,0,chrIV
66492,67446,954,1,0,chrIV
77583,77886,303,1,0,chrIV
106740,107070,330,1,0,chrIV
111579,114234,2655,1,0,chrIV
126786,130002,3216,1,0,chrIV
139521,141114,1593,1,0,chrIV
159603,160764,1161,1,0,chrIV
162465,162840,375,1,0,chrIV
164289,164865,576,1,0,chrIV
176772,178056,1284,1,0,chrIV
183342,184611,1269,1,0,chrIV
190107,190527,420,1,0,chrIV
190923,192261,1338,1,0,chrIV
199995,201582,1587,1,0,chrIV
216528,217074,546,1,0,chrIV
222426,223740,1314,1,0,chrIV
240258,241197,939,1,0,chrIV
245922,246447,525,1,0,chrIV
248580,251238,2658,1,0,chrIV
251565,253746,2181,1,0,chrIV
255603,256530,927,1,0,chrIV
268920,269976,1056,1,0,chrIV
272388,273597,1209,1,0,chrIV
287058,289512,2454,1,0,chrIV
289908,292140,2232,1,0,chrIV
303210,304848,1638,1,0,chrIV
324828,325140,312,1,0,chrIV
331023,332940,1917,1,0,chrIV
337701,338070,369,1,0,chrIV
363951,364779,828,1,0,chrIV
391782,392127,345,1,0,chrIV
397536,399129,1593,1,0,chrIV
399624,400638,1014,1,0,chrIV
404748,405060,312,1,0,chrIV
413952,414888,936,1,0,chrIV
429066,430926,1860,1,0,chrIV
439908,440754,846,1,0,chrIV
443028,443511,483,1,0,chrIV
461841,462516,675,1,0,chrIV
465918,470424,4506,1,0,chrIV
471852,472941,1089,1,0,chrIV
474045,475989,1944,1,0,chrIV
481902,482247,345,1,0,chrIV
489507,490896,1389,1,0,chrIV
491016,491502,486,1,0,chrIV
495804,496134,330,1,0,chrIV
496980,497298,318,1,0,chrIV
499323,499632,309,1,0,chrIV
499968,500403,435,1,0,chrIV
501099,501414,315,1,0,chrIV
508146,509109,963,1,0,chrIV
539802,540414,612,1,0,chrIV
551859,552948,1089,1,0,chrIV
563526,564861,1335,1,0,chrIV
565926,567555,1629,1,0,chrIV
570648,573726,3078,1,0,chrIV
579954,580452,498,1,0,chrIV
580686,581784,1098,1,0,chrIV
589983,590436,453,1,0,chrIV
593892,596583,2691,1,0,chrIV
598467,599688,1221,1,0,chrIV
600792,601809,1017,1,0,chrIV
603063,603399,336,1,0,chrIV
610440,611925,1485,1,0,chrIV
612015,613251,1236,1,0,chrIV
631281,636120,4839,1,0,chrIV
671268,673365,2097,1,0,chrIV
676101,677802,1701,1,0,chrIV
685881,687840,1959,1,0,chrIV
700314,701289,975,1,0,chrIV
703233,704244,1011,1,0,chrIV
709548,712995,3447,1,0,chrIV
737094,737469,375,1,0,chrIV
738699,739245,546,1,0,chrIV
765705,766503,798,1,0,chrIV
769524,769938,414,1,0,chrIV
771876,775782,3906,1,0,chrIV
781422,781950,528,1,0,chrIV
808323,810381,2058,1,0,chrIV
812109,812850,741,1,0,chrIV
819432,820824,1392,1,0,chrIV
829584,830277,693,1,0,chrIV
848598,850200,1602,1,0,chrIV
862053,864708,2655,1,0,chrIV
867084,867519,435,1,0,chrIV
873384,877425,4041,1,0,chrIV
907329,909438,2109,1,0,chrIV
910053,911301,1248,1,0,chrIV
916485,917154,669,1,0,chrIV
931128,933210,2082,1,0,chrIV
946806,948456,1650,1,0,chrIV
950562,952401,1839,1,0,chrIV
963411,963861,450,1,0,chrIV
965112,966489,1377,1,0,chrIV
982734,986775,4041,1,0,chrIV
1000446,1000749,303,1,0,chrIV
1010175,1011273,1098,1,0,chrIV
1012251,1012959,708,1,0,chrIV
1019367,1020420,1053,1,0,chrIV
1032435,1035063,2628,1,0,chrIV
1038390,1038762,372,1,0,chrIV
1050690,1051020,330,1,0,chrIV
1055211,1055892,681,1,0,chrIV
1067730,1068390,660,1,0,chrIV
1085064,1086993,1929,1,0,chrIV
1108701,1109847,1146,1,0,chrIV
1110588,1111692,1104,1,0,chrIV
1117125,1120233,3108,1,0,chrIV
1127871,1129374,1503,1,0,chrIV
1129587,1130823,1236,1,0,chrIV
1131000,1133070,2070,1,0,chrIV
1141167,1144842,3675,1,0,chrIV
1145091,1146036,945,1,0,chrIV
1146318,1147179,861,1,0,chrIV
1190058,1191732,1674,1,0,chrIV
1194597,1195032,435,1,0,chrIV
1198227,1198635,408,1,0,chrIV
1206996,1208319,1323,1,0,chrIV
1212459,1212771,312,1,0,chrIV
1212993,1213614,621,1,0,chrIV
1222758,1223331,573,1,0,chrIV
1237683,1238004,321,1,0,chrIV
1246083,1247982,1899,1,0,chrIV
1252536,1254501,1965,1,0,chrIV
1258695,1259709,1014,1,0,chrIV
1261680,1262967,1287,1,0,chrIV
1266294,1266795,501,1,0,chrIV
1267470,1269402,1932,1,0,chrIV
1272222,1272786,564,1,0,chrIV
1274601,1276212,1611,1,0,chrIV
1279209,1283799,4590,1,0,chrIV
1294692,1295400,708,1,0,chrIV
1303173,1305072,1899,1,0,chrIV
1306266,1311675,5409,1,0,chrIV
1320063,1321941,1878,1,0,chrIV
1334820,1336953,2133,1,0,chrIV
1338273,1339386,1113,1,0,chrIV
1367484,1369386,1902,1,0,chrIV
1383810,1384776,966,1,0,chrIV
1386072,1386516,444,1,0,chrIV
1388871,1393179,4308,1,0,chrIV
1395120,1397817,2697,1,0,chrIV
1399014,1399542,528,1,0,chrIV
1417398,1418370,972,1,0,chrIV
1422762,1424688,1926,1,0,chrIV
1425648,1426512,864,1,0,chrIV
1451352,1452918,1566,1,0,chrIV
1455219,1455534,315,1,0,chrIV
1478607,1480161,1554,1,0,chrIV
1483140,1483476,336,1,0,chrIV
1491093,1492413,1320,1,0,chrIV
1494585,1495857,1272,1,0,chrIV
1508004,1509714,1710,1,0,chrIV
1512093,1513605,1512,1,0,chrIV
1801,2953,1152,1,1,chrIV
18958,19312,354,1,1,chrIV
22822,25876,3054,1,1,chrIV
36796,38173,1377,1,1,chrIV
41725,42079,354,1,1,chrIV
52444,54100,1656,1,1,chrIV
67096,67399,303,1,1,chrIV
87460,87982,522,1,1,chrIV
90175,92464,2289,1,1,chrIV
116320,116866,546,1,1,chrIV
122215,123589,1374,1,1,chrIV
135895,137539,1644,1,1,chrIV
142096,144223,2127,1,1,chrIV
149332,149683,351,1,1,chrIV
149896,150211,315,1,1,chrIV
150277,150607,330,1,1,chrIV
167713,169078,1365,1,1,chrIV
172480,174028,1548,1,1,chrIV
178333,181039,2706,1,1,chrIV
181828,182230,402,1,1,chrIV
182821,183187,366,1,1,chrIV
184924,187918,2994,1,1,chrIV
203038,205111,2073,1,1,chrIV
227392,228715,1323,1,1,chrIV
232651,233887,1236,1,1,chrIV
241417,241840,423,1,1,chrIV
242551,244981,2430,1,1,chrIV
267922,268699,777,1,1,chrIV
276871,280165,3294,1,1,chrIV
282499,282814,315,1,1,chrIV
292780,293221,441,1,1,chrIV
305236,306577,1341,1,1,chrIV
311461,312037,576,1,1,chrIV
317221,317668,447,1,1,chrIV
333499,333829,330,1,1,chrIV
334834,336121,1287,1,1,chrIV
339856,340282,426,1,1,chrIV
345664,351037,5373,1,1,chrIV
351433,352420,987,1,1,chrIV
352876,355378,2502,1,1,chrIV
371239,371761,522,1,1,chrIV
374725,375034,309,1,1,chrIV
382582,382891,309,1,1,chrIV
383500,383803,303,1,1,chrIV
384796,385150,354,1,1,chrIV
392692,393037,345,1,1,chrIV
394216,397204,2988,1,1,chrIV
398617,398929,312,1,1,chrIV
411388,411688,300,1,1,chrIV
427363,428347,984,1,1,chrIV
438046,439360,1314,1,1,chrIV
444682,446383,1701,1,1,chrIV
455200,456583,1383,1,1,chrIV
477796,478285,489,1,1,chrIV
503497,503863,366,1,1,chrIV
521815,522928,1113,1,1,chrIV
525439,527215,1776,1,1,chrIV
528262,528568,306,1,1,chrIV
529792,530308,516,1,1,chrIV
532147,532453,306,1,1,chrIV
533677,534193,516,1,1,chrIV
536032,536338,306,1,1,chrIV
537562,538078,516,1,1,chrIV
542845,543217,372,1,1,chrIV
560248,560644,396,1,1,chrIV
573238,573709,471,1,1,chrIV
578662,579112,450,1,1,chrIV
592438,592948,510,1,1,chrIV
622111,624721,2610,1,1,chrIV
635839,636175,336,1,1,chrIV
637138,639823,2685,1,1,chrIV
655012,655444,432,1,1,chrIV
667003,667858,855,1,1,chrIV
679543,679852,309,1,1,chrIV
682174,682492,318,1,1,chrIV
694699,697894,3195,1,1,chrIV
715951,716302,351,1,1,chrIV
734137,734803,666,1,1,chrIV
746737,748357,1620,1,1,chrIV
751630,753235,1605,1,1,chrIV
769930,770332,402,1,1,chrIV
770356,771454,1098,1,1,chrIV
784870,786205,1335,1,1,chrIV
789448,790069,621,1,1,chrIV
790327,791848,1521,1,1,chrIV
803194,804517,1323,1,1,chrIV
806620,807748,1128,1,1,chrIV
811123,811513,390,1,1,chrIV
816877,817525,648,1,1,chrIV
827581,829057,1476,1,1,chrIV
851227,852397,1170,1,1,chrIV
858136,859144,1008,1,1,chrIV
859297,861520,2223,1,1,chrIV
889750,892492,2742,1,1,chrIV
900421,900871,450,1,1,chrIV
901690,902143,453,1,1,chrIV
902167,902560,393,1,1,chrIV
915529,915928,399,1,1,chrIV
924784,926146,1362,1,1,chrIV
927451,929098,1647,1,1,chrIV
960613,963106,2493,1,1,chrIV
993133,993952,819,1,1,chrIV
998863,999877,1014,1,1,chrIV
1009009,1009834,825,1,1,chrIV
1035994,1036873,879,1,1,chrIV
1037194,1038106,912,1,1,chrIV
1039369,1039699,330,1,1,chrIV
1056550,1057600,1050,1,1,chrIV
1063351,1067425,4074,1,1,chrIV
1075864,1077853,1989,1,1,chrIV
1093762,1095178,1416,1,1,chrIV
1096063,1097386,1323,1,1,chrIV
1102183,1103428,1245,1,1,chrIV
1106335,1106881,546,1,1,chrIV
1121092,1121404,312,1,1,chrIV
1125301,1125628,327,1,1,chrIV
1127074,1127584,510,1,1,chrIV
1134871,1135186,315,1,1,chrIV
1167382,1167841,459,1,1,chrIV
1178665,1181260,2595,1,1,chrIV
1181800,1182754,954,1,1,chrIV
1184746,1185889,1143,1,1,chrIV
1199182,1200553,1371,1,1,chrIV
1208797,1212265,3468,1,1,chrIV
1213903,1214842,939,1,1,chrIV
1216795,1217113,318,1,1,chrIV
1226821,1228303,1482,1,1,chrIV
1230166,1233196,3030,1,1,chrIV
1248754,1249072,318,1,1,chrIV
1250185,1251634,1449,1,1,chrIV
1270948,1272085,1137,1,1,chrIV
1298431,1301011,2580,1,1,chrIV
1307692,1308907,1215,1,1,chrIV
1312039,1314892,2853,1,1,chrIV
1324822,1325203,381,1,1,chrIV
1328389,1328701,312,1,1,chrIV
1328782,1330027,1245,1,1,chrIV
1331236,1332841,1605,1,1,chrIV
1339675,1340719,1044,1,1,chrIV
1342492,1344241,1749,1,1,chrIV
1344703,1345045,342,1,1,chrIV
1350289,1352353,2064,1,1,chrIV
1353724,1354633,909,1,1,chrIV
1356064,1357369,1305,1,1,chrIV
1362877,1364902,2025,1,1,chrIV
1369789,1379596,9807,1,1,chrIV
1405024,1405339,315,1,1,chrIV
1436929,1438015,1086,1,1,chrIV
1468225,1468573,348,1,1,chrIV
1470016,1470418,402,1,1,chrIV
1498231,1499335,1104,1,1,chrIV
1523248,1523611,363,1,1,chrIV
1526320,1531711,5391,1,1,chrIV
5984,7814,1830,1,2,chrIV
30656,31829,1173,1,2,chrIV
65393,65765,372,1,2,chrIV
78425,79058,633,1,2,chrIV
84269,85985,1716,1,2,chrIV
88247,89864,1617,1,2,chrIV
92849,93323,474,1,2,chrIV
94604,95786,1182,1,2,chrIV
96272,96581,309,1,2,chrIV
98474,99224,750,1,2,chrIV
99560,100421,861,1,2,chrIV
107207,111029,3822,1,2,chrIV
114671,115799,1128,1,2,chrIV
125615,126449,834,1,2,chrIV
133436,134723,1287,1,2,chrIV
138290,139205,915,1,2,chrIV
148190,149078,888,1,2,chrIV
156317,157904,1587,1,2,chrIV
161375,161780,405,1,2,chrIV
166955,167258,303,1,2,chrIV
174917,176486,1569,1,2,chrIV
192749,194225,1476,1,2,chrIV
213350,215642,2292,1,2,chrIV
224303,226751,2448,1,2,chrIV
231023,231899,876,1,2,chrIV
234926,235853,927,1,2,chrIV
247301,247682,381,1,2,chrIV
254024,254378,354,1,2,chrIV
258914,263225,4311,1,2,chrIV
283418,284444,1026,1,2,chrIV
296819,298274,1455,1,2,chrIV
301412,302234,822,1,2,chrIV
325283,325640,357,1,2,chrIV
326612,329567,2955,1,2,chrIV
341618,343985,2367,1,2,chrIV
369770,370706,936,1,2,chrIV
378101,378455,354,1,2,chrIV
393689,394001,312,1,2,chrIV
411824,413000,1176,1,2,chrIV
424208,425732,1524,1,2,chrIV
432329,433025,696,1,2,chrIV
433496,433994,498,1,2,chrIV
447983,449276,1293,1,2,chrIV
453044,453650,606,1,2,chrIV
454121,454754,633,1,2,chrIV
463433,464996,1563,1,2,chrIV
473156,473783,627,1,2,chrIV
486803,488003,1200,1,2,chrIV
488198,488528,330,1,2,chrIV
504296,504665,369,1,2,chrIV
515849,516164,315,1,2,chrIV
546641,547628,987,1,2,chrIV
553253,555152,1899,1,2,chrIV
574163,575783,1620,1,2,chrIV
576473,578159,1686,1,2,chrIV
583712,584645,933,1,2,chrIV
597155,598082,927,1,2,chrIV
604007,606986,2979,1,2,chrIV
614378,614705,327,1,2,chrIV
614816,615371,555,1,2,chrIV
641489,642083,594,1,2,chrIV
653606,654428,822,1,2,chrIV
658349,661103,2754,1,2,chrIV
688226,690533,2307,1,2,chrIV
693584,694175,591,1,2,chrIV
704483,709250,4767,1,2,chrIV
728258,730250,1992,1,2,chrIV
730577,732836,2259,1,2,chrIV
749729,750338,609,1,2,chrIV
755627,763874,8247,1,2,chrIV
776162,778721,2559,1,2,chrIV
779042,780206,1164,1,2,chrIV
804995,805688,693,1,2,chrIV
806747,807047,300,1,2,chrIV
814451,816560,2109,1,2,chrIV
817949,818495,546,1,2,chrIV
821294,825776,4482,1,2,chrIV
833243,833747,504,1,2,chrIV
836420,838061,1641,1,2,chrIV
838391,840392,2001,1,2,chrIV
842336,843449,1113,1,2,chrIV
844553,844952,399,1,2,chrIV
854174,854540,366,1,2,chrIV
856316,856814,498,1,2,chrIV
857681,857999,318,1,2,chrIV
868223,870563,2340,1,2,chrIV
872111,873428,1317,1,2,chrIV
884195,884552,357,1,2,chrIV
884726,886865,2139,1,2,chrIV
887231,888911,1680,1,2,chrIV
892874,893927,1053,1,2,chrIV
895034,899006,3972,1,2,chrIV
912098,913502,1404,1,2,chrIV
917570,921647,4077,1,2,chrIV
926222,926570,348,1,2,chrIV
933503,935138,1635,1,2,chrIV
936614,937493,879,1,2,chrIV
952799,953981,1182,1,2,chrIV
954287,954947,660,1,2,chrIV
956012,957398,1386,1,2,chrIV
981461,982778,1317,1,2,chrIV
1004003,1005143,1140,1,2,chrIV
1005674,1008689,3015,1,2,chrIV
1020746,1021664,918,1,2,chrIV
1039727,1042961,3234,1,2,chrIV
1059626,1061231,1605,1,2,chrIV
1087580,1088942,1362,1,2,chrIV
1097864,1101332,3468,1,2,chrIV
1104191,1104947,756,1,2,chrIV
1135931,1140476,4545,1,2,chrIV
1150880,1151183,303,1,2,chrIV
1169177,1170143,966,1,2,chrIV
1183298,1184258,960,1,2,chrIV
1186106,1188941,2835,1,2,chrIV
1219412,1220948,1536,1,2,chrIV
1228610,1228916,306,1,2,chrIV
1234217,1236125,1908,1,2,chrIV
1239491,1239824,333,1,2,chrIV
1243229,1245758,2529,1,2,chrIV
1259900,1261271,1371,1,2,chrIV
1263323,1266158,2835,1,2,chrIV
1270067,1270733,666,1,2,chrIV
1277645,1278437,792,1,2,chrIV
1289405,1292120,2715,1,2,chrIV
1301615,1302113,498,1,2,chrIV
1322204,1323386,1182,1,2,chrIV
1328834,1329206,372,1,2,chrIV
1329599,1330040,441,1,2,chrIV
1337351,1337774,423,1,2,chrIV
1345646,1346039,393,1,2,chrIV
1347878,1348577,699,1,2,chrIV
1386641,1388375,1734,1,2,chrIV
1400138,1400453,315,1,2,chrIV
1403321,1404173,852,1,2,chrIV
1412372,1414274,1902,1,2,chrIV
1414574,1415171,597,1,2,chrIV
1421156,1422485,1329,1,2,chrIV
1431011,1431896,885,1,2,chrIV
1434923,1435874,951,1,2,chrIV
1436216,1436588,372,1,2,chrIV
1441958,1442378,420,1,2,chrIV
1444124,1444427,303,1,2,chrIV
1447829,1450073,2244,1,2,chrIV
1469399,1469705,306,1,2,chrIV
1471016,1471448,432,1,2,chrIV
1473428,1474772,1344,1,2,chrIV
1477238,1478357,1119,1,2,chrIV
1480424,1480832,408,1,2,chrIV
1489904,1490234,330,1,2,chrIV
1499420,1499720,300,1,2,chrIV
1510901,1511630,729,1,2,chrIV
1530047,1530623,576,1,2,chrIV
1530862,1531345,483,-1,0,chrIV
1529986,1530562,576,-1,0,chrIV
1527478,1527829,351,-1,0,chrIV
1519663,1520698,1035,-1,0,chrIV
1510855,1511461,606,-1,0,chrIV
1503313,1504900,1587,-1,0,chrIV
1499395,1500553,1158,-1,0,chrIV
1496164,1496548,384,-1,0,chrIV
1485565,1487038,1473,-1,0,chrIV
1477561,1477861,300,-1,0,chrIV
1470499,1471063,564,-1,0,chrIV
1466452,1468444,1992,-1,0,chrIV
1462357,1465786,3429,-1,0,chrIV
1453309,1454464,1155,-1,0,chrIV
1445842,1446994,1152,-1,0,chrIV
1443712,1445467,1755,-1,0,chrIV
1441432,1443403,1971,-1,0,chrIV
1438114,1441150,3036,-1,0,chrIV
1434499,1434991,492,-1,0,chrIV
1431967,1434268,2301,-1,0,chrIV
1415209,1416874,1665,-1,0,chrIV
1407463,1410094,2631,-1,0,chrIV
1399705,1401214,1509,-1,0,chrIV
1398025,1398700,675,-1,0,chrIV
1386937,1387297,360,-1,0,chrIV
1361119,1362181,1062,-1,0,chrIV
1357579,1358902,1323,-1,0,chrIV
1345675,1349938,4263,-1,0,chrIV
1332982,1333969,987,-1,0,chrIV
1325500,1328470,2970,-1,0,chrIV
1318045,1319275,1230,-1,0,chrIV
1307422,1308610,1188,-1,0,chrIV
1301554,1301926,372,-1,0,chrIV
1297036,1298161,1125,-1,0,chrIV
1292371,1293091,720,-1,0,chrIV
1265752,1266091,339,-1,0,chrIV
1264438,1264873,435,-1,0,chrIV
1260541,1261165,624,-1,0,chrIV
1241203,1242031,828,-1,0,chrIV
1225165,1226536,1371,-1,0,chrIV
1223473,1224394,921,-1,0,chrIV
1202842,1204210,1368,-1,0,chrIV
1195411,1196263,852,-1,0,chrIV
1189198,1189567,369,-1,0,chrIV
1186066,1186369,303,-1,0,chrIV
1170325,1171825,1500,-1,0,chrIV
1169527,1169854,327,-1,0,chrIV
1154215,1155928,1713,-1,0,chrIV
1147378,1149466,2088,-1,0,chrIV
1137313,1137661,348,-1,0,chrIV
1136590,1136926,336,-1,0,chrIV
1125433,1126018,585,-1,0,chrIV
1114432,1116763,2331,-1,0,chrIV
1112479,1114027,1548,-1,0,chrIV
1090432,1092511,2079,-1,0,chrIV
1079047,1080199,1152,-1,0,chrIV
1073734,1075171,1437,-1,0,chrIV
1045639,1049392,3753,-1,0,chrIV
1030549,1031419,870,-1,0,chrIV
1014400,1015702,1302,-1,0,chrIV
1008394,1008766,372,-1,0,chrIV
1005664,1005988,324,-1,0,chrIV
996028,998323,2295,-1,0,chrIV
966556,967822,1266,-1,0,chrIV
957757,958339,582,-1,0,chrIV
948517,950284,1767,-1,0,chrIV
941056,943420,2364,-1,0,chrIV
937894,940816,2922,-1,0,chrIV
921925,923806,1881,-1,0,chrIV
920182,920671,489,-1,0,chrIV
894088,894502,414,-1,0,chrIV
882604,883927,1323,-1,0,chrIV
864118,864577,459,-1,0,chrIV
856897,857953,1056,-1,0,chrIV
854278,856093,1815,-1,0,chrIV
852532,853972,1440,-1,0,chrIV
850273,850999,726,-1,0,chrIV
843568,844861,1293,-1,0,chrIV
838858,839209,351,-1,0,chrIV
836746,837091,345,-1,0,chrIV
836227,836746,519,-1,0,chrIV
832858,835492,2634,-1,0,chrIV
821593,822421,828,-1,0,chrIV
818707,819196,489,-1,0,chrIV
796192,802222,6030,-1,0,chrIV
768511,769000,489,-1,0,chrIV
766735,767971,1236,-1,0,chrIV
759598,759904,306,-1,0,chrIV
755554,756262,708,-1,0,chrIV
748612,750742,2130,-1,0,chrIV
744310,746101,1791,-1,0,chrIV
729112,729415,303,-1,0,chrIV
720961,721297,336,-1,0,chrIV
688495,688888,393,-1,0,chrIV
682723,683581,858,-1,0,chrIV
673519,675667,2148,-1,0,chrIV
640108,643837,3729,-1,0,chrIV
626707,628534,1827,-1,0,chrIV
618496,619645,1149,-1,0,chrIV
614287,616150,1863,-1,0,chrIV
607303,610081,2778,-1,0,chrIV
602197,602869,672,-1,0,chrIV
588826,589402,576,-1,0,chrIV
584938,587719,2781,-1,0,chrIV
582790,583465,675,-1,0,chrIV
574489,574822,333,-1,0,chrIV
569233,569566,333,-1,0,chrIV
561439,562327,888,-1,0,chrIV
548761,550576,1815,-1,0,chrIV
526084,526441,357,-1,0,chrIV
523210,524713,1503,-1,0,chrIV
514042,518083,4041,-1,0,chrIV
488071,488662,591,-1,0,chrIV
484162,485365,1203,-1,0,chrIV
456835,457552,717,-1,0,chrIV
441013,442309,1296,-1,0,chrIV
432307,432631,324,-1,0,chrIV
426001,426934,933,-1,0,chrIV
425569,425872,303,-1,0,chrIV
411760,412081,321,-1,0,chrIV
405343,407206,1863,-1,0,chrIV
400996,403291,2295,-1,0,chrIV
376756,378445,1689,-1,0,chrIV
375679,376480,801,-1,0,chrIV
373966,375289,1323,-1,0,chrIV
362671,363583,912,-1,0,chrIV
359824,361285,1461,-1,0,chrIV
344236,344953,717,-1,0,chrIV
335011,335467,456,-1,0,chrIV
324046,326149,2103,-1,0,chrIV
301654,302089,435,-1,0,chrIV
295033,296329,1296,-1,0,chrIV
280306,281848,1542,-1,0,chrIV
273652,274876,1224,-1,0,chrIV
264511,264964,453,-1,0,chrIV
262435,262870,435,-1,0,chrIV
246688,247612,924,-1,0,chrIV
245956,246328,372,-1,0,chrIV
219661,220771,1110,-1,0,chrIV
201718,202570,852,-1,0,chrIV
198661,199741,1080,-1,0,chrIV
164986,167254,2268,-1,0,chrIV
148606,149086,480,-1,0,chrIV
145825,147589,1764,-1,0,chrIV
141208,141721,513,-1,0,chrIV
130870,131833,963,-1,0,chrIV
103648,104551,903,-1,0,chrIV
100114,100414,300,-1,0,chrIV
92761,93745,984,-1,0,chrIV
86206,87226,1020,-1,0,chrIV
70639,73918,3279,-1,0,chrIV
60871,61801,930,-1,0,chrIV
46270,48031,1761,-1,0,chrIV
38866,42244,3378,-1,0,chrIV
28984,30454,1470,-1,0,chrIV
11656,13360,1704,-1,0,chrIV
1530069,1530576,507,-1,1,chrIV
1529364,1529700,336,-1,1,chrIV
1524633,1524933,300,-1,1,chrIV
1503630,1504170,540,-1,1,chrIV
1501446,1502160,714,-1,1,chrIV
1496790,1497768,978,-1,1,chrIV
1487541,1488990,1449,-1,1,chrIV
1483794,1485303,1509,-1,1,chrIV
1427430,1428219,789,-1,1,chrIV
1404444,1405854,1410,-1,1,chrIV
1393335,1394574,1239,-1,1,chrIV
1380054,1382046,1992,-1,1,chrIV
1366263,1366827,564,-1,1,chrIV
1363233,1363572,339,-1,1,chrIV
1352181,1352589,408,-1,1,chrIV
1344516,1345062,546,-1,1,chrIV
1342803,1343130,327,-1,1,chrIV
1340142,1340535,393,-1,1,chrIV
1324476,1325301,825,-1,1,chrIV
1323453,1324239,786,-1,1,chrIV
1312101,1312494,393,-1,1,chrIV
1276653,1277169,516,-1,1,chrIV
1257357,1258056,699,-1,1,chrIV
1254936,1256847,1911,-1,1,chrIV
1248153,1249821,1668,-1,1,chrIV
1227966,1228299,333,-1,1,chrIV
1221111,1222149,1038,-1,1,chrIV
1217781,1219110,1329,-1,1,chrIV
1215015,1217580,2565,-1,1,chrIV
1178754,1179294,540,-1,1,chrIV
1172385,1174176,1791,-1,1,chrIV
1167213,1168659,1446,-1,1,chrIV
1162956,1164660,1704,-1,1,chrIV
1162005,1162449,444,-1,1,chrIV
1151802,1153626,1824,-1,1,chrIV
1133259,1135431,2172,-1,1,chrIV
1126269,1127595,1326,-1,1,chrIV
1120608,1124925,4317,-1,1,chrIV
1106094,1108101,2007,-1,1,chrIV
1105002,1105827,825,-1,1,chrIV
1078026,1078449,423,-1,1,chrIV
1071879,1072557,678,-1,1,chrIV
1058175,1058814,639,-1,1,chrIV
1052622,1054647,2025,-1,1,chrIV
1043145,1045011,1866,-1,1,chrIV
1038279,1039509,1230,-1,1,chrIV
1023510,1024755,1245,-1,1,chrIV
1017000,1017318,318,-1,1,chrIV
1011588,1011960,372,-1,1,chrIV
991026,992349,1323,-1,1,chrIV
977520,979209,1689,-1,1,chrIV
976716,977229,513,-1,1,chrIV
958680,959802,1122,-1,1,chrIV
935235,935892,657,-1,1,chrIV
929469,930357,888,-1,1,chrIV
926292,926910,618,-1,1,chrIV
914316,914712,396,-1,1,chrIV
905454,906852,1398,-1,1,chrIV
903780,905052,1272,-1,1,chrIV
899550,903480,3930,-1,1,chrIV
891228,891579,351,-1,1,chrIV
878658,882126,3468,-1,1,chrIV
871035,871449,414,-1,1,chrIV
865011,867522,2511,-1,1,chrIV
843810,844281,471,-1,1,chrIV
840603,841995,1392,-1,1,chrIV
831933,832473,540,-1,1,chrIV
830628,831513,885,-1,1,chrIV
825909,827355,1446,-1,1,chrIV
813192,814152,960,-1,1,chrIV
810564,811632,1068,-1,1,chrIV
801549,801972,423,-1,1,chrIV
790506,790854,348,-1,1,chrIV
785763,786102,339,-1,1,chrIV
785022,785364,342,-1,1,chrIV
782040,784215,2175,-1,1,chrIV
